pp,response_id,color_drink,color_drink_coded_1,color_drink_coded_2,color_drink_coded_3,color_health,color_health_coded_1,color_health_coded_2,color_health_coded_3,color_own,Color_own_coded_1,Color_own_coded_2,Color_own_coded_3
752,R_2sZ3XmcAU52hC3e,I think the more fluid someone drinks the clear their urine is and the less fluid they drink the darker their urine is.,amount,,,"I think the clearer your urine is the better it is for your health since humans are largely made of water it must be important to make sure you are hydrated. Also you need fluid for your body to do what it needs to do to keep you alive, as in for your blood to do what blood does. I think if you are dehydrated your blood is thicker and that can be bad, but also if you drink far too much that can be bad too.",color,hydration,,"If my urine was very dark I would go and try to drink as much of a glass of water as I could, like try to down a pint of water, but I probably wouldn't be able to drink it all in one go. If my urine is only a bit dark I probably wouldn't do anything.",drink_more,,
753,R_574zcjUtALrEvsJ,Darker means dehydration,hydration,,,Darker means dehydration,hydration,,,"If it's anything other than clear, I drink more.",drink_more,,
754,R_2VEeWHyCu1qx9ai,"The darker the colour, the more dehydrated they are.",hydration,,,The darker the colour could indicate health problems; but foods such as beetroot can also darken urine.,disease,diet,,Doesn't affect it.,no_effect,,
755,R_2dZmEmCh6BQULul,Darker urine needs drink more water,hydration,,,Kidneys work harder when not drinking enough water,organ ,hydration,,Yes drink more water if urine darker,drink_more,,
756,R_1gw1lieh4HJ1t4S,yes the darker it is the more dehydrated you are,hydration,,,yes if its dark you are dehydrated and that is not good for you,hydration,,,if i notice it is dark i know i need to drink more,awareness,,
757,R_Or4vrQE7Vh4kRLb,I think lighter urine means they have drunk enough fluids.,amount,,,I think darker urine means they need to have more fluids/water.,hydration,,,Not very much.,no_effect,,
758,R_bDjREYSyg1hXMUp,"the darker urine, the less a person drinks - unless there is an illness present",amount,health,,"it does reflect a lot about someone's health, the colour or scent might point at some illness or a health state of someone",color,disease,,"mine urine is more concentrated after night, in the  morning, then lighter  during the day. I often forget to drink enough, when I notice I didn't go often enough to the toilet I try to drink more. When I see darker urine, I'm always alert and a bit concerned.",awareness,,
759,R_1IELqPN76sHQ9wC,good indicator as a minimum,N/A,,,toxins and dehydration are good indicators in the colour,hydration,,,if i notice my urine is too dark it makes me drink more water,drink_more,,
760,R_3G7jMdNnng49g61,their level of hydration,hydration,,,darker it is the more likely you are dehydrated or have another issue,hydration,color,,i try to drink more if it is darker than usual,drink_more,,
761,R_2qeHDh4SsD5QtTt,"whether they drink enough liquids, or eat enough foods high in liquids",amount,,,"Whether they are dehydrated or not,.",hydration,,,I try to drink more if it looks too dark.,drink_more,,
762,R_xhDQlqTbbTio9HP,the lighter shade of yellow would indicate they have consumed a good amount of water.  it could also be lighter if they are in ketosis and their body is producing water from burning fat rather than glucose.,amount,diet,,"red or pink colour could indicate blood in the urine, cloudiness an infection  dark yellow dehydrated",hydration,disease,,I drink more water if it is more yellow,drink_more,,
763,R_1jlUfoonvbAerAx,The darker the urine the more dehydrated you are,hydration,,,"It can be, but usually is just a sign of how hydrated you are. If it is red ( has blood in it) it can indicate more serious issues.",hydration,disease,,If its noticeably dark I would drink more.,drink_more,,
764,R_1z5pEpONeNosSd3,depending on how much sugar drinks they consume I believe it will change their urines colour.,diet,,,if someone has dark urine I think it is due to dehydration and they need to drink more.,hydration,,,"I mean I should drink more water or possibly buy bottles of water,",drink_more,,
765,R_1Nt8SaJeQ678EKJ,The lighter the colour the more hydrated you are,hydration,,,Lighter colour better health balance,color,,,I try to keep hydrated,drink_more,,
766,R_xmk2s7lZMlcoytj,The clearer the colour the more hydrated you are,hydration,,,If you have an illness or infection then the colour can be different,disease,,,If I notice is is not clear towards the end of the day then I drink more water,drink_more,,
767,R_3ncttvYIFw0Jb41,"You should be aiming for clear or straw coloured urine.  If you don't drink enough, then your urine will be darkly coloured and oderous",amount,,,"Being dehydrated isn't good, but I doubt if it is life threatening",hydration,,,"I try to drink more if I see signs of dehydration, but I have to be conscious of my enlarged prostate and my frequent need to urinate.  I therefore limit my fluid intake if I'm going out and won't have easy access to a toilet.",awareness,,
768,R_2sdu0wJIYFK9Fw0,A pale yellow colour indicates you are drinking enough,amount,,,A pale yellow colour indicates a person is healthy.,color,,,It doesn't have any impact at all.,no_effect,,
769,R_3RlKi8AXnCJoOhZ,deeper colour means more dehydrated,hydration,,,vitamins and mineral intake can influence urine colour,diet,,,deeper colour = drink more water,drink_more,,
770,R_32OYHA7cSJwe85T,Darker colour indicates lack of fluid intake,amount,,,Can point to health problems,color,,,None,no_effect,,
771,R_1rq7ybSfprhM27q,Urine is diluted when a person is drinking enough suitable liquids.,concentration,,,Urine is lighter when a person is hydrated and darker when they are dehydrated.,hydration,,,It makes me realise that I need to increase my water intake.,awareness,,
772,R_1Nt7NWOKAkw2dSA,Should be clear or as close as.,hydration,,,Yellow means dehydrated.,hydration,,,Makes me drink more water.,drink_more,,
773,R_1CjgaQTE1EYT1o2,lighter colour shows a balanced intake of fluids,amount,,,Darker urine can mean there may be urine infection,disease,,,It does not affect it at all.  I think only when I notice a marked change in my urine colour would I worry.,no_effect,,
775,R_1FFaNwdRYJWrAsD,the paler the colour the more hydrated you are,hydration,,,a darker colour could be a sign of dehydration or other factors,hydration,disease,,i consistently drink water throughout the day and i rarely get any change.,no_effect,,
776,R_2AStSnddZeP2JJ1,If it is clear they drink alot of water. Darker shows dehydration,amount,,,it shows that their body is in good health if the urine is clear,color,,,If I notice mine is darker or a bit smelly I will drink more water,drink_more,,
777,R_3rSPAtkmmDHqN1F,The darker the colour the more dehydrated they are,hydration,,,"If you're not drinking enough it can cause problems, also find I get water infections is I don't drink enough",hydration,disease,,I know when I need to drink more water by observing urine colour,drink_more,,
778,R_3CVpyDdfJ9hJmHc,"The paler, the more they have drunk.",amount,,,It should be pale or straw coloured for good health. Dark or reddish denotes kidney problems or severe dehydration.,color,organ,hydration,"As long as it stays pale, I think I'm OK",drink_more,,
779,R_ptK3vuBesdpbRW9,The lighter the colour the better as the urine is less concentrated,concentration,,,"Yes, it is better to have light coloured urine as it means you are more hydrated which is better for your body",color,hydration,,"Noticing the colour, reminds me if I should be drinking more.",awareness,,
780,R_4ITmhCEO3al2QAV,The darker the colour the more dehydrated someone maybe or it may also be influenced by medication they are taking.,hydration,,,If someone had dark urine and is dehydrated they may have less energy and/or other symptoms such as confusion.,hydration,color,,I am conscious that if I see my urine is dark I should drink more e.g water.,awareness,,
781,R_A0gpJ9wvDmFpLep,More they are hydrated the lighter it is.,hydration,,,More they are hydrated the lighter it is.,hydration,,,Fairly hydrated,N/A,,
783,R_psWuJQ7XhsAswut,the darker the colour the less 'diluted' it is meaning you could be dehydrated,concentration,hydration,,I imagine consistant dark urine could be a sign of poor health or dehydration,color,hydration,,if its very dark I will have a drink but it seldom is,sometimes_more,,
784,R_2al4n3XyItZA5aY,"the darker the urine means there is less fluids on the body to flush out the toxins, the lighter means its more ideal and that the person is well hydrated",amount,,,that a darker urine can indicate dehydrated or poor kidney function,hydration,organ,,that if mine is darker I will tend to drink more water,drink_more,,
785,R_2TBhWKac2DK91Xt,it is clearer if we drink more water,amount,,,it might be darker if we have some type of diseases,disease,,,if it's too dark that would alarm me,awareness,,
786,R_3EEiE2TXLOWiAA0,no idea,N/A,,,no idea,N/A,,,not at all,no_effect,,
788,R_1f1ty6hF5l3yfel,when someone drinks more and more the color of his urine becomes more lighter,amount,,,i think if the health of someone is normal and every thing is ok so his urine will be normal,color,,,yes when i drink more water then the color becomes lighter,drink_more,,
789,R_2TNSlT3VKLhEd57,The darker the colour the less you have drunk.,amount,,,"The darker the urine, you are likely to be more dehydrated.",hydration,,,if I noticed my urine was dark I would drink more.,drink_more,,
790,R_3PZZxDye0UUpQsN,the amount of toxins that are flushed through the body,toxins,,,dark urine usually indicates a problem,color,,,i tend to drink more water if i think i would be getting dehydrated which could lead to a urine infection,awareness,,
791,R_31m7Y2ZQJKOjpuk,"Quite a lot I would guess, I tend to have a more yellow colour after a night of drinking alcohol",diet,,,"A great deal, I would think",N/A,,,"I know after a night of heavy drinking, mine is a strong yellow ish",N/A,,
792,R_1GJGdxRH6ZGPPzu,the clearer the more thats drunk,amount,,,possibly,N/A,,,it doesnt,no_effect,,
793,R_3iQHwHRapJdvMKK,dehydration,hydration,,,darker the less healthy,color,,,if dark makes me think I need to drink more,awareness,,
